Retailer;Retailer ID;Invoice Date;Region;State;City;Product;Price per Unit;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
Kohl's;1185732;12/12/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;32.00;25;800.00;33.60;0.42;Online
Kohl's;1185732;13/12/2020;Midwest;Minnesota;Minneapolis;Women's Athletic Footwear;32.00;21;672.00;30.91;0.46;Online
Kohl's;1185732;14/12/2020;Midwest;Minnesota;Minneapolis;Men's Apparel;41.00;19;779.00;32.72;0.42;Online
Kohl's;1185732;15/12/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;49.00;60;2940.00;176.40;0.6;Online
Kohl's;1185732;16/12/2020;Midwest;Minnesota;Minneapolis;Men's Street Footwear;46.00;91;4186.00;196.74;0.47;Online
Kohl's;1185732;17/12/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;38.00;52;1976.00;79.04;0.4;Online
Kohl's;1185732;18/12/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;36.00;38;1368.00;54.72;0.4;Online
Kohl's;1185732;19/12/2020;Midwest;Minnesota;Minneapolis;Women's Athletic Footwear;38.00;45;1710.00;83.79;0.49;Online
Kohl's;1185732;20/12/2020;Midwest;Minnesota;Minneapolis;Men's Apparel;52.00;34;1768.00;74.26;0.42;Online
Kohl's;1185732;21/12/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;59.00;61;3599.00;215.94;0.6;Online
Kohl's;1185732;22/12/2020;Midwest;Minnesota;Minneapolis;Men's Street Footwear;50.00;124;6200.00;310.00;0.5;Online
Kohl's;1185732;23/12/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;42.00;77;3234.00;145.53;0.45;Online
Kohl's;1185732;24/12/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;44.00;56;2464.00;101.02;0.41;Online
Kohl's;1185732;25/12/2020;Midwest;Minnesota;Minneapolis;Women's Athletic Footwear;44.00;49;2156.00;105.64;0.49;Online
Kohl's;1185732;26/12/2020;Midwest;Minnesota;Minneapolis;Men's Apparel;54.00;44;2376.00;97.42;0.41;Online
Kohl's;1185732;27/12/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;54.00;77;4158.00;237.01;0.57;Online
Kohl's;1189833;28/12/2020;Midwest;Minnesota;Minneapolis;Men's Street Footwear;32.00;119;3808.00;220.86;0.58;Online
Kohl's;1189833;29/12/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;43.00;128;5504.00;231.17;0.42;Online
Kohl's;1189833;30/12/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;41.00;119;4879.00;287.86;0.59;Online
Kohl's;1189833;31/12/2020;Midwest;Minnesota;Minneapolis;Women's Athletic Footwear;44.00;98;4312.00;224.22;0.52;Online
Kohl's;1189833;01/01/2021;Midwest;Montana;Billings;Men's Apparel;47.00;77;3619.00;271.43;0.75;Online
Kohl's;1189833;02/01/2021;Midwest;Montana;Billings;Women's Apparel;43.00;138;5934.00;231.43;0.39;Online
Kohl's;1189833;03/01/2021;Midwest;Montana;Billings;Men's Street Footwear;34.00;158;5372.00;306.20;0.57;Online
Kohl's;1189833;04/01/2021;Midwest;Montana;Billings;Men's Athletic Footwear;42.00;123;5166.00;232.47;0.45;Online
Kohl's;1189833;05/01/2021;Midwest;Montana;Billings;Women's Street Footwear;43.00;122;5246.00;299.02;0.57;Online
Kohl's;1189833;06/01/2021;Midwest;Montana;Billings;Women's Athletic Footwear;44.00;81;3564.00;196.02;0.55;Online
Kohl's;1189833;07/01/2021;Midwest;Montana;Billings;Men's Apparel;48.00;59;2832.00;203.90;0.72;Online
Kohl's;1189833;08/01/2021;Midwest;Montana;Billings;Women's Apparel;43.00;119;5117.00;189.33;0.37;Online
Kohl's;1189833;09/01/2021;Midwest;Montana;Billings;Men's Street Footwear;32.00;173;5536.00;304.48;0.55;Online
Kohl's;1189833;10/01/2021;Midwest;Montana;Billings;Men's Athletic Footwear;41.00;115;4715.00;193.32;0.41;Online
Kohl's;1189833;11/01/2021;Midwest;Montana;Billings;Women's Street Footwear;42.00;128;5376.00;306.43;0.57;Online
Kohl's;1189833;12/01/2021;Midwest;Montana;Billings;Women's Athletic Footwear;44.00;91;4004.00;212.21;0.53;Online
Kohl's;1189833;13/01/2021;Midwest;Montana;Billings;Men's Apparel;48.00;60;2880.00;204.48;0.71;Online
Kohl's;1189833;14/01/2021;Midwest;Montana;Billings;Women's Apparel;42.00;112;4704.00;183.46;0.39;Online
Kohl's;1189833;15/01/2021;Midwest;Montana;Billings;Men's Street Footwear;44.00;161;7084.00;417.96;0.59;Online
Kohl's;1189833;16/01/2021;Midwest;Montana;Billings;Men's Athletic Footwear;43.00;101;4343.00;195.44;0.45;Online
Kohl's;1189833;17/01/2021;Midwest;Montana;Billings;Women's Street Footwear;44.00;120;5280.00;316.80;0.6;Online
Kohl's;1189833;18/01/2021;Midwest;Montana;Billings;Women's Athletic Footwear;36.00;78;2808.00;140.40;0.5;Online
Kohl's;1189833;19/01/2021;Midwest;Montana;Billings;Men's Apparel;44.00;56;2464.00;182.34;0.74;Online
Kohl's;1189833;20/01/2021;Midwest;Montana;Billings;Women's Apparel;55.00;101;5555.00;216.65;0.39;Online
Kohl's;1189833;21/01/2021;Midwest;Montana;Billings;Men's Street Footwear;39.00;150;5850.00;333.45;0.57;Online
Kohl's;1189833;22/01/2021;Midwest;Montana;Billings;Men's Athletic Footwear;41.00;106;4346.00;191.22;0.44;Online
Kohl's;1189833;23/01/2021;Midwest;Montana;Billings;Women's Street Footwear;44.00;111;4884.00;268.62;0.55;Online
Kohl's;1189833;24/01/2021;Midwest;Montana;Billings;Women's Athletic Footwear;38.00;88;3344.00;177.23;0.53;Online
Kohl's;1189833;25/01/2021;Midwest;Montana;Billings;Men's Apparel;41.00;61;2501.00;185.07;0.74;Online
Kohl's;1189833;26/01/2021;Midwest;Montana;Billings;Women's Apparel;59.00;108;6372.00;242.14;0.38;Online
Kohl's;1189833;27/01/2021;Midwest;Montana;Billings;Men's Street Footwear;36.00;169;6084.00;358.96;0.59;Online
Kohl's;1189833;28/01/2021;Midwest;Montana;Billings;Men's Athletic Footwear;42.00;147;6174.00;253.13;0.41;Online
Kohl's;1189833;29/01/2021;Midwest;Montana;Billings;Women's Street Footwear;44.00;165;7260.00;399.30;0.55;Online
Kohl's;1189833;30/01/2021;Midwest;Montana;Billings;Women's Athletic Footwear;38.00;106;4028.00;213.48;0.53;Online
Kohl's;1189833;31/01/2021;Midwest;Montana;Billings;Men's Apparel;41.00;75;3075.00;227.55;0.74;Online
Kohl's;1189833;01/02/2021;Midwest;Montana;Billings;Women's Apparel;55.00;150;8250.00;297.00;0.36;Online
Kohl's;1189833;02/02/2021;Midwest;Montana;Billings;Men's Street Footwear;37.00;203;7511.00;443.15;0.59;Online
Kohl's;1189833;03/02/2021;Midwest;Montana;Billings;Men's Athletic Footwear;41.00;156;6396.00;275.03;0.43;Online
Kohl's;1189833;04/02/2021;Midwest;Montana;Billings;Women's Street Footwear;44.00;143;6292.00;371.23;0.59;Online
Kohl's;1189833;05/02/2021;Midwest;Montana;Billings;Women's Athletic Footwear;36.00;113;4068.00;215.60;0.53;Online
Kohl's;1189833;06/02/2021;Midwest;Montana;Billings;Men's Apparel;42.00;124;5208.00;364.56;0.7;Online
Kohl's;1189833;07/02/2021;Midwest;Montana;Billings;Women's Apparel;58.00;143;8294.00;290.29;0.35;Online
Kohl's;1189833;08/02/2021;Midwest;Montana;Billings;Men's Street Footwear;42.00;203;8526.00;494.51;0.58;Online
Kohl's;1189833;09/02/2021;Midwest;Montana;Billings;Men's Athletic Footwear;54.00;188;10152.00;436.54;0.43;Online
Kohl's;1189833;10/02/2021;Midwest;Montana;Billings;Women's Street Footwear;49.00;130;6370.00;375.83;0.59;Online
Kohl's;1189833;11/02/2021;Midwest;Montana;Billings;Women's Athletic Footwear;41.00;106;4346.00;234.68;0.54;Online
Kohl's;1189833;12/02/2021;Midwest;Montana;Billings;Men's Apparel;52.00;106;5512.00;385.84;0.7;Online
Kohl's;1189833;13/02/2021;Midwest;Montana;Billings;Women's Apparel;56.00;112;6272.00;238.34;0.38;Online
Kohl's;1189833;14/02/2021;Midwest;Montana;Billings;Men's Street Footwear;41.00;180;7380.00;428.04;0.58;Online
Kohl's;1189833;15/02/2021;Midwest;Montana;Billings;Men's Athletic Footwear;48.00;156;7488.00;329.47;0.44;Online
Kohl's;1189833;16/02/2021;Midwest;Montana;Billings;Women's Street Footwear;42.00;117;4914.00;275.18;0.56;Online
Kohl's;1189833;17/02/2021;Midwest;Montana;Billings;Women's Athletic Footwear;41.00;116;4756.00;261.58;0.55;Online
Kohl's;1189833;18/02/2021;Midwest;Montana;Billings;Men's Apparel;50.00;100;5000.00;365.00;0.73;Online
Kohl's;1189833;19/02/2021;Midwest;Montana;Billings;Women's Apparel;59.00;122;7198.00;287.92;0.4;Online
Kohl's;1189833;20/02/2021;Midwest;Montana;Billings;Men's Street Footwear;44.00;160;7040.00;394.24;0.56;Online
Kohl's;1189833;21/02/2021;Midwest;Montana;Billings;Men's Athletic Footwear;49.00;160;7840.00;337.12;0.43;Online
Kohl's;1189833;22/02/2021;Midwest;Montana;Billings;Women's Street Footwear;41.00;116;4756.00;271.09;0.57;Online
Kohl's;1189833;23/02/2021;Midwest;Montana;Billings;Women's Athletic Footwear;44.00;105;4620.00;240.24;0.52;Online
Kohl's;1189833;24/02/2021;Midwest;Montana;Billings;Men's Apparel;54.00;98;5292.00;396.90;0.75;Online
Kohl's;1189833;25/02/2021;Midwest;Montana;Billings;Women's Apparel;58.00;108;6264.00;244.30;0.39;Online
Kohl's;1189833;26/02/2021;Midwest;Montana;Billings;Men's Street Footwear;38.00;167;6346.00;374.41;0.59;Online
Kohl's;1189833;27/02/2021;Midwest;Montana;Billings;Men's Athletic Footwear;42.00;173;7266.00;297.91;0.41;Online
Kohl's;1189833;28/02/2021;Midwest;Montana;Billings;Women's Street Footwear;37.00;123;4551.00;259.41;0.57;Online
Kohl's;1189833;01/03/2021;Midwest;Montana;Billings;Women's Athletic Footwear;39.00;119;4641.00;255.26;0.55;Online
Kohl's;1189833;02/03/2021;Midwest;Montana;Billings;Men's Apparel;51.00;113;5763.00;426.46;0.74;Online
Kohl's;1189833;03/03/2021;Midwest;Montana;Billings;Women's Apparel;56.00;133;7448.00;283.02;0.38;Online
Kohl's;1189833;04/03/2021;Midwest;Montana;Billings;Men's Street Footwear;41.00;196;8036.00;450.02;0.56;Online
Kohl's;1189833;05/03/2021;Midwest;Montana;Billings;Men's Athletic Footwear;45.00;182;8190.00;352.17;0.43;Online
Kohl's;1189833;06/03/2021;Midwest;Montana;Billings;Women's Street Footwear;42.00;133;5586.00;335.16;0.6;Online
Kohl's;1189833;07/03/2021;Midwest;Montana;Billings;Women's Athletic Footwear;43.00;143;6149.00;313.60;0.51;Online
Kohl's;1189833;08/03/2021;Midwest;Montana;Billings;Men's Apparel;53.00;120;6360.00;464.28;0.73;Online
Kohl's;1189833;09/03/2021;Midwest;Montana;Billings;Women's Apparel;55.00;130;7150.00;286.00;0.4;Online
Kohl's;1197831;10/03/2021;Midwest;Montana;Billings;Men's Street Footwear;18.00;210;3780.00;189.00;0.5;Online
Kohl's;1197831;11/03/2021;Midwest;Montana;Billings;Men's Athletic Footwear;29.00;182;5278.00;242.79;0.46;Online
Kohl's;1197831;12/03/2021;Midwest;Montana;Billings;Women's Street Footwear;27.00;130;3510.00;157.95;0.45;Online
Kohl's;1197831;13/03/2021;Midwest;Montana;Billings;Women's Athletic Footwear;32.00;135;4320.00;246.24;0.57;Online
Kohl's;1197831;14/03/2021;South;Tennessee;Knoxville;Men's Apparel;39.00;95;3705.00;148.20;0.4;Online
Kohl's;1197831;15/03/2021;South;Tennessee;Knoxville;Women's Apparel;33.00;125;4125.00;268.13;0.65;Online
Kohl's;1197831;16/03/2021;South;Tennessee;Knoxville;Men's Street Footwear;24.00;169;4056.00;202.80;0.5;Online
Kohl's;1197831;17/03/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;33.00;181;5973.00;286.70;0.48;Online
Kohl's;1197831;18/03/2021;South;Tennessee;Knoxville;Women's Street Footwear;32.00;122;3904.00;187.39;0.48;Online
Kohl's;1197831;19/03/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;33.00;108;3564.00;213.84;0.6;Online
Kohl's;1197831;20/03/2021;South;Tennessee;Knoxville;Men's Apparel;37.00;83;3071.00;125.91;0.41;Online
Kohl's;1197831;21/03/2021;South;Tennessee;Knoxville;Women's Apparel;32.00;133;4256.00;272.38;0.64;Online
Kohl's;1197831;22/03/2021;South;Tennessee;Knoxville;Men's Street Footwear;27.00;189;5103.00;260.25;0.51;Online
Kohl's;1197831;23/03/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;37.00;163;6031.00;313.61;0.52;Online
Kohl's;1197831;24/03/2021;South;Tennessee;Knoxville;Women's Street Footwear;28.00;124;3472.00;190.96;0.55;Online
Kohl's;1197831;25/03/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;33.00;101;3333.00;213.31;0.64;Online
Kohl's;1197831;26/03/2021;South;Tennessee;Knoxville;Men's Apparel;39.00;69;2691.00;126.48;0.47;Online
Kohl's;1197831;27/03/2021;South;Tennessee;Knoxville;Women's Apparel;33.00;111;3663.00;241.76;0.66;Online
Kohl's;1197831;28/03/2021;South;Tennessee;Knoxville;Men's Street Footwear;19.00;169;3211.00;160.55;0.5;Online
Kohl's;1197831;29/03/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;24.00;176;4224.00;215.42;0.51;Online
Kohl's;1197831;30/03/2021;South;Tennessee;Knoxville;Women's Street Footwear;19.00;135;2565.00;141.08;0.55;Online
Kohl's;1197831;31/03/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;23.00;112;2576.00;167.44;0.65;Online
Kohl's;1197831;01/04/2021;South;Tennessee;Knoxville;Men's Apparel;28.00;84;2352.00;105.84;0.45;Online
Kohl's;1197831;02/04/2021;South;Tennessee;Knoxville;Women's Apparel;24.00;161;3864.00;262.75;0.68;Online
Kohl's;1197831;03/04/2021;South;Tennessee;Knoxville;Men's Street Footwear;14.00;189;2646.00;132.30;0.5;Online
Kohl's;1197831;04/04/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;23.00;218;5014.00;250.70;0.5;Online
Kohl's;1197831;05/04/2021;South;Tennessee;Knoxville;Women's Street Footwear;19.00;180;3420.00;184.68;0.54;Online
Kohl's;1197831;06/04/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;27.00;142;3834.00;230.04;0.6;Online
Kohl's;1197831;07/04/2021;South;Tennessee;Knoxville;Men's Apparel;41.00;106;4346.00;212.95;0.49;Online
Kohl's;1197831;08/04/2021;South;Tennessee;Knoxville;Women's Apparel;38.00;202;7676.00;514.29;0.67;Online
Kohl's;1197831;09/04/2021;South;Tennessee;Knoxville;Men's Street Footwear;36.00;217;7812.00;398.41;0.51;Online
Kohl's;1197831;10/04/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;42.00;202;8484.00;432.68;0.51;Online
Kohl's;1197831;11/04/2021;South;Tennessee;Knoxville;Women's Street Footwear;36.00;169;6084.00;310.28;0.51;Online
Kohl's;1197831;12/04/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;36.00;174;6264.00;382.10;0.61;Online
Kohl's;1197831;13/04/2021;South;Tennessee;Knoxville;Men's Apparel;43.00;145;6235.00;299.28;0.48;Online
Kohl's;1197831;14/04/2021;South;Tennessee;Knoxville;Women's Apparel;49.00;236;11564.00;751.66;0.65;Online
Kohl's;1197831;15/04/2021;South;Tennessee;Knoxville;Men's Street Footwear;36.00;215;7740.00;441.18;0.57;Online
Kohl's;1197831;16/04/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;43.00;206;8858.00;513.76;0.58;Online
Kohl's;1197831;17/04/2021;South;Tennessee;Knoxville;Women's Street Footwear;36.00;263;9468.00;568.08;0.6;Online
Kohl's;1197831;18/04/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;37.00;161;5957.00;387.21;0.65;Online
Kohl's;1197831;19/04/2021;South;Tennessee;Knoxville;Men's Apparel;43.00;165;7095.00;376.04;0.53;Online
Kohl's;1197831;20/04/2021;South;Tennessee;Knoxville;Women's Apparel;52.00;223;11596.00;811.72;0.7;Online
Kohl's;1197831;21/04/2021;South;Tennessee;Knoxville;Men's Street Footwear;41.00;233;9553.00;544.52;0.57;Online
Kohl's;1197831;22/04/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;54.00;233;12582.00;717.17;0.57;Online
Kohl's;1197831;23/04/2021;South;Tennessee;Knoxville;Women's Street Footwear;46.00;285;13110.00;786.60;0.6;Online
Kohl's;1197831;24/04/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;42.00;133;5586.00;385.43;0.69;Online
Kohl's;1197831;25/04/2021;South;Tennessee;Knoxville;Men's Apparel;49.00;133;6517.00;345.40;0.53;Online
Kohl's;1197831;26/04/2021;South;Tennessee;Knoxville;Women's Apparel;53.00;181;9593.00;681.10;0.71;Online
Kohl's;1197831;27/04/2021;South;Tennessee;Knoxville;Men's Street Footwear;49.00;182;8918.00;535.08;0.6;Online
Kohl's;1197831;28/04/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;47.00;169;7943.00;476.58;0.6;Online
Kohl's;1197831;29/04/2021;South;Tennessee;Knoxville;Women's Street Footwear;54.00;182;9828.00;579.85;0.59;Online
Kohl's;1197831;30/04/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;53.00;100;5300.00;371.00;0.7;Online
Kohl's;1197831;01/05/2021;South;Tennessee;Knoxville;Men's Apparel;47.00;120;5640.00;287.64;0.51;Online
Kohl's;1197831;02/05/2021;South;Tennessee;Knoxville;Women's Apparel;42.00;163;6846.00;506.60;0.74;Online
Kohl's;1197831;03/05/2021;South;Tennessee;Knoxville;Men's Street Footwear;33.00;173;5709.00;325.41;0.57;Online
Kohl's;1197831;04/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;32.00;150;4800.00;288.00;0.6;Online
Kohl's;1197831;05/05/2021;South;Tennessee;Knoxville;Women's Street Footwear;36.00;147;5292.00;306.94;0.58;Online
Kohl's;1197831;06/05/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;38.00;98;3724.00;260.68;0.7;Online
Kohl's;1197831;07/05/2021;South;Tennessee;Knoxville;Men's Apparel;32.00;88;2816.00;143.62;0.51;Online
Kohl's;1197831;08/05/2021;South;Tennessee;Knoxville;Women's Apparel;43.00;131;5633.00;399.94;0.71;Online
Kohl's;1197831;09/05/2021;South;Tennessee;Knoxville;Men's Street Footwear;29.00;196;5684.00;318.30;0.56;Online
Kohl's;1197831;10/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;29.00;189;5481.00;306.94;0.56;Online
Kohl's;1197831;11/05/2021;South;Tennessee;Knoxville;Women's Street Footwear;50.00;174;8700.00;487.20;0.56;Online
Kohl's;1197831;12/05/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;52.00;133;6916.00;477.20;0.69;Online
Kohl's;1197831;13/05/2021;South;Tennessee;Knoxville;Men's Apparel;51.00;113;5763.00;305.44;0.53;Online
Kohl's;1197831;14/05/2021;South;Tennessee;Knoxville;Women's Apparel;59.00;169;9971.00;707.94;0.71;Online
Kohl's;1197831;15/05/2021;South;Tennessee;Knoxville;Men's Street Footwear;53.00;200;10600.00;614.80;0.58;Online
Kohl's;1197831;16/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;51.00;240;12240.00;673.20;0.55;Online
Kohl's;1197831;17/05/2021;South;Tennessee;Knoxville;Women's Street Footwear;54.00;210;11340.00;623.70;0.55;Online
Kohl's;1197831;18/05/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;54.00;149;8046.00;555.17;0.69;Online
Kohl's;1197831;19/05/2021;South;Tennessee;Knoxville;Men's Apparel;50.00;140;7000.00;350.00;0.5;Online
Kohl's;1197831;20/05/2021;South;Tennessee;Knoxville;Women's Apparel;61.00;225;13725.00;1015.65;0.74;Online
Kohl's;1185732;21/05/2021;South;Tennessee;Knoxville;Men's Street Footwear;32.00;119;3808.00;190.40;0.5;Online
Kohl's;1185732;22/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;32.00;56;1792.00;87.81;0.49;Online
Kohl's;1185732;23/05/2021;South;Tennessee;Knoxville;Women's Street Footwear;24.00;65;1560.00;74.88;0.48;Online
Kohl's;1185732;24/05/2021;South;Tennessee;Knoxville;Women's Athletic Footwear;27.00;19;513.00;27.19;0.53;Online
Kohl's;1185732;25/05/2021;Midwest;Nebraska;Omaha;Men's Apparel;43.00;35;1505.00;67.73;0.45;Online
Kohl's;1185732;26/05/2021;Midwest;Nebraska;Omaha;Women's Apparel;32.00;68;2176.00;132.74;0.61;Online
Kohl's;1185732;27/05/2021;Midwest;Nebraska;Omaha;Men's Street Footwear;32.00;119;3808.00;205.63;0.54;Online
Kohl's;1185732;28/05/2021;Midwest;Nebraska;Omaha;Men's Athletic Footwear;33.00;38;1254.00;62.70;0.5;Online
Kohl's;1185732;29/05/2021;Midwest;Nebraska;Omaha;Women's Street Footwear;23.00;47;1081.00;54.05;0.5;Online
Kohl's;1185732;30/05/2021;Midwest;Nebraska;Omaha;Women's Athletic Footwear;29.00;14;406.00;20.30;0.5;Online
Kohl's;1185732;31/05/2021;Midwest;Nebraska;Omaha;Men's Apparel;41.00;31;1271.00;62.28;0.49;Online
Kohl's;1185732;01/06/2021;Midwest;Nebraska;Omaha;Women's Apparel;32.00;60;1920.00;119.04;0.62;Online
Kohl's;1185732;02/06/2021;Midwest;Nebraska;Omaha;Men's Street Footwear;38.00;122;4636.00;250.34;0.54;Online
Kohl's;1185732;03/06/2021;Midwest;Nebraska;Omaha;Men's Athletic Footwear;39.00;26;1014.00;46.64;0.46;Online
Kohl's;1185732;04/06/2021;Midwest;Nebraska;Omaha;Women's Street Footwear;29.00;39;1131.00;56.55;0.5;Online
Kohl's;1185732;06/06/2021;Midwest;Nebraska;Omaha;Men's Apparel;45.00;13;585.00;27.50;0.47;Online
Kohl's;1185732;07/06/2021;Midwest;Nebraska;Omaha;Women's Apparel;37.00;38;1406.00;85.77;0.61;Online
Kohl's;1185732;08/06/2021;Midwest;Nebraska;Omaha;Men's Street Footwear;38.00;105;3990.00;211.47;0.53;Online
Kohl's;1185732;09/06/2021;Midwest;Nebraska;Omaha;Men's Athletic Footwear;32.00;23;736.00;33.12;0.45;Online
Kohl's;1185732;10/06/2021;Midwest;Nebraska;Omaha;Women's Street Footwear;23.00;21;483.00;21.74;0.45;Online
Kohl's;1185732;12/06/2021;Midwest;Nebraska;Omaha;Men's Apparel;42.00;6;252.00;12.10;0.48;Online
Kohl's;1185732;13/06/2021;Midwest;Nebraska;Omaha;Women's Apparel;34.00;39;1326.00;82.21;0.62;Online
Kohl's;1185732;14/06/2021;Midwest;Nebraska;Omaha;Men's Street Footwear;44.00;118;5192.00;280.37;0.54;Online
Kohl's;1185732;15/06/2021;Midwest;Nebraska;Omaha;Men's Athletic Footwear;38.00;33;1254.00;62.70;0.5;Online
Kohl's;1185732;16/06/2021;Midwest;Nebraska;Omaha;Women's Street Footwear;32.00;30;960.00;46.08;0.48;Online
Kohl's;1185732;17/06/2021;Midwest;Nebraska;Omaha;Women's Athletic Footwear;34.00;7;238.00;12.61;0.53;Online
Kohl's;1185732;18/06/2021;Midwest;Nebraska;Omaha;Men's Apparel;46.00;13;598.00;27.51;0.46;Online
